Name,Age,Nationality,Travel Preference,Loyalty Program Status,Past Travel Detail,Payment Detail,Booking Pattern,User Feedback
Jessica Wood,35,Iceland,Adventure,Gold,"{'destination': 'Potterbury', 'duration': '14 days', 'hotel_stay': 'Montes, Cooke and Bauer', 'activity': 'Museum visit'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 2, 25), 'amount': '$950'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 2, 'comments': 'Word free certain quickly not next drive.'}"
Sean Manning,56,Zambia,Luxury,Platinum,"{'destination': 'New Lesliehaven', 'duration': '13 days', 'hotel_stay': 'Russell-Delacruz', 'activity': 'Museum visit'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2020, 2, 20), 'amount': '$1939'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 1, 'comments': 'Team story often successful north.'}"
Nathan Frost,52,Bulgaria,Luxury,Silver,"{'destination': 'Carolyntown', 'duration': '13 days', 'hotel_stay': 'Russo, Mathis and Smith', 'activity': 'Shopping'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 10, 8), 'amount': '$5591'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 4, 'comments': 'Man both heavy member man system.'}"
Kevin Thompson,27,Malta,Business,Bronze,"{'destination': 'West Carriehaven', 'duration': '6 days', 'hotel_stay': 'Herman, Romero and Foster', 'activity': 'Beach'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 4, 19), 'amount': '$8185'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 5, 'comments': 'Here wind pressure each.'}"
Kaylee Page,20,Gibraltar,Luxury,Silver,"{'destination': 'Darrenton', 'duration': '4 days', 'hotel_stay': 'Miller-Lewis', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 1, 25), 'amount': '$5291'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'With item response talk argue.'}"
Steven Snyder,52,Ecuador,Luxury,Gold,"{'destination': 'South Charles', 'duration': '13 days', 'hotel_stay': 'Mitchell LLC', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 1, 5), 'amount': '$6491'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 3, 'comments': 'Oil fly represent never movement occur focus.'}"
Charles Valencia,55,Australia,Eco-friendly,Bronze,"{'destination': 'East Daryl', 'duration': '2 days', 'hotel_stay': 'Campos-Brown', 'activity': 'Sightseeing'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 12, 1), 'amount': '$9423'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 1, 'comments': 'Despite bring they seem society window condition occur.'}"
Ashley Hall,47,Burkina Faso,Adventure,Gold,"{'destination': 'Saraside', 'duration': '12 days', 'hotel_stay': 'Smith-Webb', 'activity': 'Museum visit'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 7, 22), 'amount': '$8233'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 3, 'comments': 'This subject smile machine keep buy peace pressure.'}"
Aaron Miller,60,Cuba,Eco-friendly,Silver,"{'destination': 'East Jocelyn', 'duration': '4 days', 'hotel_stay': 'Morrison LLC', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 12, 29), 'amount': '$4054'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 4, 'comments': 'Happy year night work health wonder show.'}"
Rita Jackson,41,Belize,Adventure,Silver,"{'destination': 'New Karenport', 'duration': '10 days', 'hotel_stay': 'Burns PLC', 'activity': 'Sightseeing'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 8, 23), 'amount': '$7901'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 2, 'comments': 'Instead suffer moment that.'}"
Logan Morris,24,Tokelau,Budget,Silver,"{'destination': 'Rhondastad', 'duration': '4 days', 'hotel_stay': 'Robbins-Rodriguez', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2023, 2, 10), 'amount': '$8502'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 4, 'comments': 'Case happen red build.'}"
Nicole Page,20,Korea,Luxury,Bronze,"{'destination': 'Danielleville', 'duration': '13 days', 'hotel_stay': 'Huynh, Lopez and Hess', 'activity': 'Shopping'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 3, 4), 'amount': '$8490'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 2, 'comments': 'Economic weight partner list account security wide.'}"
Kristi Collins,41,Australia,Business,Bronze,"{'destination': 'South Lindsayland', 'duration': '1 days', 'hotel_stay': 'Reid and Sons', 'activity': 'Beach'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 10, 12), 'amount': '$4029'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 4, 'comments': 'Parent camera interview themselves travel night there.'}"
George Ford,39,Peru,Cultural,Platinum,"{'destination': 'East Abigail', 'duration': '7 days', 'hotel_stay': 'Blake Ltd', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2021, 6, 2), 'amount': '$8913'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 3, 'comments': 'Hard something body decade mean.'}"
Mike Clark,55,Burundi,Eco-friendly,Silver,"{'destination': 'Johnsonport', 'duration': '10 days', 'hotel_stay': 'Hanson-Garrison', 'activity': 'Local cuisine tasting'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 11, 25), 'amount': '$7828'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 4, 'comments': 'Green you city reason.'}"
Linda Reyes,28,Mali,Luxury,Gold,"{'destination': 'North Nataliefort', 'duration': '7 days', 'hotel_stay': 'Carson, Davis and Campbell', 'activity': 'Sightseeing'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 10, 29), 'amount': '$4600'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 4, 'comments': 'Bring lot morning play year understand.'}"
Audrey Gill,32,Austria,Eco-friendly,Platinum,"{'destination': 'Wadefort', 'duration': '5 days', 'hotel_stay': 'Ferguson Ltd', 'activity': 'Local cuisine tasting'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 6, 4), 'amount': '$2878'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Unsatisfied', 'rating': 2, 'comments': 'Prevent much after not describe blue.'}"
Matthew Rivera,58,France,Eco-friendly,Bronze,"{'destination': 'West Alanview', 'duration': '4 days', 'hotel_stay': 'Mendoza LLC', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 6, 19), 'amount': '$5819'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 4, 'comments': 'Store suggest change market protect.'}"
Jason Ellis,37,Fiji,Luxury,Gold,"{'destination': 'South Susan', 'duration': '5 days', 'hotel_stay': 'King, Anderson and Robinson', 'activity': 'Hiking'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 5, 29), 'amount': '$6049'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 3, 'comments': 'Nation crime sound.'}"
Heidi Lopez,36,Panama,Budget,Bronze,"{'destination': 'Edwardbury', 'duration': '3 days', 'hotel_stay': 'Burke-Richardson', 'activity': 'Beach'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 5, 15), 'amount': '$9524'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 1, 'comments': 'Fact buy assume sell region.'}"
Jillian Johnson,22,Morocco,Cultural,Platinum,"{'destination': 'West Territon', 'duration': '3 days', 'hotel_stay': 'Castaneda-Bennett', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 6, 29), 'amount': '$4529'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Neutral', 'rating': 5, 'comments': 'Wrong could bill movie certainly expert so.'}"
Carly Herrera,29,Falkland Islands (Malvinas),Cultural,Platinum,"{'destination': 'North Matthew', 'duration': '5 days', 'hotel_stay': 'Powell, Horton and Braun', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 6, 12), 'amount': '$6805'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 3, 'comments': 'Again remember push social study term matter.'}"
Jonathan Harris,28,Turkey,Adventure,Platinum,"{'destination': 'Clintonfurt', 'duration': '9 days', 'hotel_stay': 'Jordan, Silva and Horton', 'activity': 'Museum visit'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 9, 18), 'amount': '$6649'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 1, 'comments': 'Gun image guess choice surface try what smile.'}"
Edward Kelly,47,Marshall Islands,Business,Silver,"{'destination': 'West Jasonshire', 'duration': '5 days', 'hotel_stay': 'Brown PLC', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 1, 1), 'amount': '$2600'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 4, 'comments': 'We foot past plant woman reflect pressure.'}"
Katrina Roy,36,Romania,Business,Silver,"{'destination': 'Port Brendatown', 'duration': '7 days', 'hotel_stay': 'Torres, Arnold and Jones', 'activity': 'Museum visit'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2023, 8, 6), 'amount': '$2410'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Debate wear use amount.'}"
Bruce Jennings,49,Greece,Business,Platinum,"{'destination': 'New Jeffery', 'duration': '5 days', 'hotel_stay': 'Lewis, Yu and Schmidt', 'activity': 'Hiking'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2023, 1, 31), 'amount': '$776'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Satisfied', 'rating': 1, 'comments': 'Group then watch central.'}"
Holly Scott,48,Australia,Cultural,Bronze,"{'destination': 'Christopherburgh', 'duration': '14 days', 'hotel_stay': 'Jones, Mcdaniel and Abbott', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 2, 8), 'amount': '$6799'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Season while standard out security.'}"
Sarah Graham,27,Jordan,Adventure,Gold,"{'destination': 'Port Teresa', 'duration': '8 days', 'hotel_stay': 'Mccann, Mcpherson and Medina', 'activity': 'Local cuisine tasting'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 10, 26), 'amount': '$1167'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'Mouth public marriage cell those them.'}"
Donald Werner,59,Argentina,Eco-friendly,Platinum,"{'destination': 'New Diana', 'duration': '13 days', 'hotel_stay': 'Mcclain LLC', 'activity': 'Local cuisine tasting'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2022, 2, 26), 'amount': '$4722'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Someone than those.'}"
Amanda Wilson,19,Mayotte,Adventure,Platinum,"{'destination': 'East Elizabeth', 'duration': '10 days', 'hotel_stay': 'Ross-Carroll', 'activity': 'Shopping'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 8, 21), 'amount': '$2454'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 4, 'comments': 'Listen challenge Democrat available rate season nor against.'}"
Mark Anderson,25,Armenia,Luxury,Platinum,"{'destination': 'East Michelle', 'duration': '11 days', 'hotel_stay': 'Wade-Murphy', 'activity': 'Hiking'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 9, 2), 'amount': '$3087'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 3, 'comments': 'Sit recently audience me a.'}"
Gregory Aguilar,51,Guinea-Bissau,Budget,Gold,"{'destination': 'Floydshire', 'duration': '9 days', 'hotel_stay': 'Smith-Butler', 'activity': 'Beach'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 5, 11), 'amount': '$3924'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Particular break challenge great well.'}"
Cindy Jones,38,Guinea,Budget,Platinum,"{'destination': 'South Marioborough', 'duration': '6 days', 'hotel_stay': 'Morgan and Sons', 'activity': 'Beach'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2020, 6, 4), 'amount': '$9933'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'Else enjoy tend general.'}"
Jeffrey Young,46,Egypt,Business,Silver,"{'destination': 'North Jennifertown', 'duration': '6 days', 'hotel_stay': 'Wood, Briggs and Bernard', 'activity': 'Sightseeing'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 6, 9), 'amount': '$5708'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Attack special get political at.'}"
Jared Frazier,41,Djibouti,Eco-friendly,Silver,"{'destination': 'Simpsonton', 'duration': '3 days', 'hotel_stay': 'White, Price and Mercer', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 9, 10), 'amount': '$9810'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Unsatisfied', 'rating': 2, 'comments': 'Realize course maintain size here.'}"
Kenneth Turner,31,Montenegro,Adventure,Platinum,"{'destination': 'West Cynthiahaven', 'duration': '5 days', 'hotel_stay': 'Romero, Glass and Rodriguez', 'activity': 'Sightseeing'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2023, 9, 11), 'amount': '$4466'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 4, 'comments': 'Interview individual ground test grow.'}"
Frederick Brown,25,Burundi,Business,Platinum,"{'destination': 'Millerview', 'duration': '13 days', 'hotel_stay': 'Ramirez Group', 'activity': 'Hiking'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 1, 13), 'amount': '$7134'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 4, 'comments': 'Old no statement protect first parent at.'}"
Michele Patterson,44,Korea,Eco-friendly,Silver,"{'destination': 'Johnsonburgh', 'duration': '4 days', 'hotel_stay': 'Pace PLC', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 12, 16), 'amount': '$2586'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 4, 'comments': 'Will structure rule decide.'}"
Edward Hebert,24,Puerto Rico,Adventure,Bronze,"{'destination': 'New Thomasmouth', 'duration': '6 days', 'hotel_stay': 'Torres-Ali', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2023, 2, 20), 'amount': '$2909'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 4, 'comments': 'Staff nation instead success pass cost trial.'}"
Wanda Caldwell,45,Mayotte,Adventure,Gold,"{'destination': 'Brownborough', 'duration': '9 days', 'hotel_stay': 'Smith-Johnson', 'activity': 'Sightseeing'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 1, 8), 'amount': '$3463'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 1, 'comments': 'Author tell since kind home discuss step.'}"
Grant Robinson,29,Turks and Caicos Islands,Luxury,Gold,"{'destination': 'West Daniel', 'duration': '7 days', 'hotel_stay': 'Tran, Phillips and Carroll', 'activity': 'Beach'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 5, 6), 'amount': '$5641'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 3, 'comments': 'Probably doctor total yard floor push could.'}"
Antonio Barton,37,Guyana,Adventure,Silver,"{'destination': 'Kelseychester', 'duration': '1 days', 'hotel_stay': 'Dougherty, Carney and Austin', 'activity': 'Museum visit'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 5, 18), 'amount': '$2762'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Unsatisfied', 'rating': 4, 'comments': 'Drop suffer fear so apply be agency.'}"
Michael Powell,35,China,Adventure,Silver,"{'destination': 'Russellfurt', 'duration': '9 days', 'hotel_stay': 'Chen-Lewis', 'activity': 'Beach'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 10, 8), 'amount': '$6394'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 4, 'comments': 'Quickly store responsibility Mr.'}"
Megan Kane,49,Trinidad and Tobago,Business,Gold,"{'destination': 'Stephenburgh', 'duration': '6 days', 'hotel_stay': 'Ortiz, Gordon and Sherman', 'activity': 'Hiking'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 9, 9), 'amount': '$1512'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 1, 'comments': 'Perhaps old check soldier Democrat call begin.'}"
Travis Garza,33,Panama,Cultural,Silver,"{'destination': 'Diazhaven', 'duration': '9 days', 'hotel_stay': 'Knapp-Lopez', 'activity': 'Beach'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 2, 13), 'amount': '$3937'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'Clear according son international mouth.'}"
Austin Smith,26,Costa Rica,Budget,Silver,"{'destination': 'Manningmouth', 'duration': '5 days', 'hotel_stay': 'Clay, Powell and Guerrero', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 10, 28), 'amount': '$4218'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 1, 'comments': 'Seek he full tell.'}"
Joshua Nunez,25,Portugal,Eco-friendly,Silver,"{'destination': 'Christinachester', 'duration': '11 days', 'hotel_stay': 'Joyce and Sons', 'activity': 'Shopping'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 5, 19), 'amount': '$2551'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 2, 'comments': 'Movie development country capital.'}"
Christian Davis Jr.,42,Suriname,Cultural,Platinum,"{'destination': 'East Tabitha', 'duration': '14 days', 'hotel_stay': 'Walton-Stewart', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 12, 23), 'amount': '$1735'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Neutral', 'rating': 2, 'comments': 'Can later listen important cup.'}"
Jeffrey Palmer,37,Gibraltar,Cultural,Gold,"{'destination': 'Port Gilbertfort', 'duration': '7 days', 'hotel_stay': 'Graves PLC', 'activity': 'Local cuisine tasting'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 11, 28), 'amount': '$7756'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 2, 'comments': 'Difficult someone bag direction thing seem.'}"
Mr. Shawn Barber MD,37,Grenada,Cultural,Platinum,"{'destination': 'North Stevenberg', 'duration': '1 days', 'hotel_stay': 'Johnson PLC', 'activity': 'Local cuisine tasting'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 1, 25), 'amount': '$3576'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 5, 'comments': 'Camera of produce all social various.'}"
Jeremy Sullivan,50,Egypt,Eco-friendly,Bronze,"{'destination': 'Luisport', 'duration': '8 days', 'hotel_stay': 'Warner Group', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 11, 24), 'amount': '$9478'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Material car none other fish front note attack.'}"
Hannah Allen,29,Kenya,Business,Platinum,"{'destination': 'West Robertburgh', 'duration': '10 days', 'hotel_stay': 'Chen Inc', 'activity': 'Local cuisine tasting'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2022, 12, 21), 'amount': '$5528'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Unsatisfied', 'rating': 5, 'comments': 'Modern true method area how easy green.'}"
Joy Frey,30,United Kingdom,Adventure,Gold,"{'destination': 'Petersstad', 'duration': '5 days', 'hotel_stay': 'Johnson LLC', 'activity': 'Local cuisine tasting'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 12, 14), 'amount': '$3924'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 3, 'comments': 'Open when bank wear morning beautiful.'}"
Melanie Smith,31,Marshall Islands,Eco-friendly,Platinum,"{'destination': 'West Cathy', 'duration': '1 days', 'hotel_stay': 'Chung, Jensen and Nguyen', 'activity': 'Sightseeing'}","{'method': 'PayPal', 'transaction_date': datetime.date(2021, 11, 19), 'amount': '$3627'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 4, 'comments': 'Box yard political though.'}"
Martha Jones,40,Sao Tome and Principe,Adventure,Platinum,"{'destination': 'Lake Timothystad', 'duration': '11 days', 'hotel_stay': 'Dennis-Fitzgerald', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 7, 18), 'amount': '$2621'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 4, 'comments': 'Land answer believe too film character physical even.'}"
Kathleen Abbott,50,Western Sahara,Budget,Bronze,"{'destination': 'Lake Johnathan', 'duration': '4 days', 'hotel_stay': 'Ward, Robinson and Davis', 'activity': 'Hiking'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 7, 28), 'amount': '$7619'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Book step set during.'}"
Amanda Mathews,34,Kiribati,Adventure,Platinum,"{'destination': 'Brandyton', 'duration': '6 days', 'hotel_stay': 'Powell-Brown', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2023, 3, 27), 'amount': '$9197'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 1, 'comments': 'Outside very win since no require.'}"
Jacqueline Cervantes,19,Fiji,Business,Bronze,"{'destination': 'East Jeremy', 'duration': '8 days', 'hotel_stay': 'Bowman, Scott and Maldonado', 'activity': 'Beach'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 9, 13), 'amount': '$6985'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 4, 'comments': 'Ago present another another theory.'}"
William Chapman Jr.,22,Montenegro,Budget,Gold,"{'destination': 'Bryanport', 'duration': '10 days', 'hotel_stay': 'Perkins-Munoz', 'activity': 'Museum visit'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 5, 10), 'amount': '$4558'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Satisfied', 'rating': 3, 'comments': 'Position stay personal major.'}"
Theresa Hughes,60,Pitcairn Islands,Adventure,Gold,"{'destination': 'West Carrieland', 'duration': '9 days', 'hotel_stay': 'Harrison-Garcia', 'activity': 'Sightseeing'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2023, 4, 2), 'amount': '$942'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 2, 'comments': 'Feeling process sit develop three.'}"
Christine Baker,43,Australia,Luxury,Bronze,"{'destination': 'Martinezview', 'duration': '10 days', 'hotel_stay': 'Torres Ltd', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 10, 15), 'amount': '$2155'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 5, 'comments': 'To skin of along wait.'}"
Yvonne Dawson,29,Guatemala,Luxury,Silver,"{'destination': 'Lake Benjaminland', 'duration': '1 days', 'hotel_stay': 'Harper, Williams and Miller', 'activity': 'Hiking'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 2, 16), 'amount': '$6502'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Unsatisfied', 'rating': 5, 'comments': 'Within find federal difficult.'}"
Anthony Bailey,30,Venezuela,Luxury,Silver,"{'destination': 'New Antonio', 'duration': '10 days', 'hotel_stay': 'Massey-Ramos', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 9, 10), 'amount': '$9353'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'Recent lead value officer son.'}"
Melody Brown,24,United Kingdom,Adventure,Gold,"{'destination': 'Ryanchester', 'duration': '4 days', 'hotel_stay': 'Johnson Group', 'activity': 'Hiking'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 2, 28), 'amount': '$6942'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 2, 'comments': 'Accept serious firm candidate north its.'}"
